arch,mask_variant,split,n_total,n_malignant,n_benign,prevalence,threshold_probability_pt,tp,fp,tn,fn,net_benefit_model,net_benefit_treat_all_correct,net_benefit_treat_all_WRONG_flat_at_prevalence,net_benefit_treat_none,delta_nb_model_minus_treat_all,standardised_net_benefit_model
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.35,145,20,82,10,0.5222987129601916,0.389404369949117,0.603112840466926,0.0,0.1328943430110746,0.8660049627791564
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.36,143,20,82,12,0.5126459143968872,0.37986381322957197,0.603112840466926,0.0,0.13278210116731526,0.8500000000000002
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.37,142,20,82,13,0.50682477919832,0.37002038169353335,0.603112840466926,0.0,0.13680439750478668,0.8403481822836661
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.38,142,20,82,13,0.5048324337893813,0.35985942010794525,0.603112840466926,0.0,0.144973013681436,0.8370447450572321
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.39,142,19,83,13,0.5052624864451107,0.3493653122408623,0.603112840466926,0.0,0.15589717420424842,0.8377578001057643
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.4,141,19,83,14,0.49935149156939046,0.33852140077821,0.603112840466926,0.0,0.16083009079118044,0.827956989247312
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.41,141,18,84,14,0.4999670249950538,0.3273098990964849,0.603112840466926,0.0,0.1726571258985689,0.8289775833788957
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.42,141,18,84,14,0.4979203005501141,0.3157117939084932,0.603112840466926,0.0,0.18220850664162092,0.8255839822024473
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.43,141,18,84,14,0.4958017612123695,0.30370673766127376,0.603112840466926,0.0,0.19209502355109576,0.8220713073005095
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.44,141,17,85,14,0.4966648137854364,0.2912729294052251,0.603112840466926,0.0,0.20539188438021133,0.8235023041474656
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.45,140,17,85,15,0.4906261054120976,0.2783869826671383,0.603112840466926,0.0,0.21223912274495932,0.8134897360703812
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.46,139,16,86,16,0.4878224528029975,0.26502377864245563,0.603112840466926,0.0,0.2227986741605419,0.8088410991636799
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.47,139,15,87,16,0.48909771676088387,0.251156302767785,0.603112840466926,0.0,0.23794141399309887,0.8109555690809495
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.48,139,14,88,16,0.4905716851242143,0.23675546243639622,0.603112840466926,0.0,0.25381622268781806,0.8133995037220844
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.49,138,14,88,17,0.48462653543907835,0.22178988326848248,0.603112840466926,0.0,0.2628366521705959,0.8035420619860848
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.5,137,14,88,18,0.47859922178988323,0.20622568093385207,0.603112840466926,0.0,0.27237354085603116,0.7935483870967742
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.51,135,14,88,20,0.46859366314619233,0.19002620503454293,0.603112840466926,0.0,0.2785674581116494,0.7769585253456222
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.52,134,12,90,21,0.47081712062256814,0.17315175097276253,0.603112840466926,0.0,0.2976653696498056,0.7806451612903227
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.53,134,12,90,21,0.4687474128653034,0.15555923503601277,0.603112840466926,0.0,0.31318817782929065,0.7772134522992451
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.54,134,10,92,21,0.47572322788022336,0.13720182710201306,0.603112840466926,0.0,0.3385214007782103,0.788779803646564
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.55,134,10,92,21,0.47384349329874625,0.11802853437094663,0.603112840466926,0.0,0.35581495892779963,0.7856630824372761
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.56,131,10,92,24,0.46020516448532006,0.09798372833392277,0.603112840466926,0.0,0.3622214361513973,0.7630498533724339
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.57,131,9,93,24,0.46330648810062436,0.07700660573703744,0.603112840466926,0.0,0.3862998823635869,0.768192048012003
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.58,131,9,93,24,0.46136742634797107,0.05503057254030019,0.603112840466926,0.0,0.4063368538076709,0.7649769585253456
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.59,131,9,93,24,0.45933377621713956,0.03198253772421,0.603112840466926,0.0,0.42735123849292955,0.7616050354051928
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.6,131,8,94,24,0.4630350194552529,0.0077821011673151474,0.603112840466926,0.0,0.45525291828793774,0.7677419354838709
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.61,131,8,94,24,0.46103960889953105,-0.01765938341813833,0.603112840466926,0.0,0.4786989923176694,0.7644334160463193
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.62,130,8,94,25,0.4550481261519557,-0.04443989350808941,0.603112840466926,0.0,0.49948801966004513,0.7544991511035654
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.63,130,8,94,25,0.45283415711431274,-0.07266799873803775,0.603112840466926,0.0,0.5255021558523505,0.7508282476024412
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.64,129,8,94,26,0.44660613921314307,-0.10246433203631666,0.603112840466926,0.0,0.5490704712494597,0.7405017921146954
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.65,126,8,94,29,0.4324624791550861,-0.13396331295164,0.603112840466926,0.0,0.5664257921067262,0.7170506912442396
