arch,mask_variant,split,bin,bin_lo,bin_hi,n,n_events,mean_pred,obs_freq,obs_lo_wilson,obs_hi_wilson
efficientnet_b0,gt,external_test2,8,0.8169406000000001,0.8855914,9,8,0.8560985555555556,0.8888888888888888,0.565000294423344,0.980109112361455
efficientnet_b0,gt,external_test2,9,0.8855914,0.9387272,9,9,0.9104744444444444,1.0,0.7008549515804559,1.0
efficientnet_b0,gt,external_test2,10,0.9387272,0.994723001,10,10,0.9694284,1.0,0.7224672001371107,0.9999999999999999
efficientnet_b0,model,train,1,0.141205999,0.29974029999999996,60,12,0.24370879999999998,0.2,0.11828505322897492,0.317818058056279
efficientnet_b0,model,train,2,0.29974029999999996,0.35373160000000003,60,12,0.32896295,0.2,0.11828505322897492,0.317818058056279
efficientnet_b0,model,train,3,0.35373160000000003,0.4156257,60,31,0.38997745,0.5166666666666667,0.39307810032592494,0.6382495046026722
efficientnet_b0,model,train,4,0.4156257,0.4636132,60,27,0.4383594,0.45,0.3309365440675524,0.5750806411466567
efficientnet_b0,model,train,5,0.4636132,0.5190975,60,29,0.48638215,0.48333333333333334,0.36175049539732784,0.6069218996740751
efficientnet_b0,model,train,6,0.5190975,0.5899258000000001,60,38,0.5495616333333333,0.6333333333333333,0.5068300063010303,0.7437908331277456
efficientnet_b0,model,train,7,0.5899258000000001,0.6792300000000001,60,39,0.6303980166666665,0.65,0.5236261884175486,0.7583222559398244
efficientnet_b0,model,train,8,0.6792300000000001,0.8067568,60,53,0.7505406833333333,0.8833333333333333,0.7782121197582914,0.9423227935994396
efficientnet_b0,model,train,9,0.8067568,0.9111197,60,53,0.8614577833333332,0.8833333333333333,0.7782121197582914,0.9423227935994396
efficientnet_b0,model,train,10,0.9111197,0.990403001,60,58,0.9501152333333335,0.9666666666666667,0.886362257256914,0.9908106807438021
efficientnet_b0,model,internal_val,1,0.157099999,0.2791416,26,2,0.22570684615384615,0.07692307692307693,0.0213550884722762,0.2414155377162906
efficientnet_b0,model,internal_val,2,0.2791416,0.3405844,26,2,0.3069075769230769,0.07692307692307693,0.0213550884722762,0.2414155377162906
efficientnet_b0,model,internal_val,3,0.3405844,0.3835936,25,4,0.36585895999999996,0.16,0.06403451456676443,0.3465362160717885
efficientnet_b0,model,internal_val,4,0.3835936,0.4403946,26,8,0.4077382692307693,0.3076923076923077,0.16501315595463767,0.4998825832219837
efficientnet_b0,model,internal_val,5,0.4403946,0.533685,26,17,0.4935048461538462,0.6538461538461539,0.46220571188810816,0.8058776967705947
efficientnet_b0,model,internal_val,6,0.533685,0.6350598,25,21,0.58552848,0.84,0.6534637839282114,0.9359654854332355
efficientnet_b0,model,internal_val,7,0.6350598,0.7240610000000001,26,24,0.6740178076923077,0.9230769230769231,0.7585844622837095,0.9786449115277238
efficientnet_b0,model,internal_val,8,0.7240610000000001,0.8226620000000001,25,25,0.7677537200000001,1.0,0.8668077490609515,0.9999999999999999
efficientnet_b0,model,internal_val,9,0.8226620000000001,0.8913312,26,26,0.8489246538461538,1.0,0.8712710781407846,1.0
efficientnet_b0,model,internal_val,10,0.8913312,0.9843890009999999,26,26,0.9372272692307692,1.0,0.8712710781407846,1.0
efficientnet_b0,model,external_test1,1,0.190317999,0.27513810000000005,11,1,0.22673263636363636,0.09090909090909091,0.016232172885884855,0.37735843645159567
efficientnet_b0,model,external_test1,2,0.27513810000000005,0.34774780000000005,11,0,0.30760290909090915,0.0,0.0,0.2588329669680317
efficientnet_b0,model,external_test1,3,0.34774780000000005,0.4140128,11,3,0.38228954545454547,0.2727272727272727,0.09746059290024889,0.5656453011761291
efficientnet_b0,model,external_test1,4,0.4140128,0.4803198,10,2,0.4444859,0.2,0.05668215145437519,0.5098375284633583
efficientnet_b0,model,external_test1,5,0.4803198,0.539037,11,10,0.5085744545454546,0.9090909090909091,0.6226415635484043,0.9837678271141151
efficientnet_b0,model,external_test1,6,0.539037,0.6178334,11,9,0.5737763636363636,0.8181818181818182,0.523019438039156,0.9486323102539149
efficientnet_b0,model,external_test1,7,0.6178334,0.6948517000000001,10,6,0.6525464999999999,0.6,0.31267376973365824,0.8318196702937638
efficientnet_b0,model,external_test1,8,0.6948517000000001,0.7919412,11,10,0.7512961818181818,0.9090909090909091,0.6226415635484043,0.9837678271141151
efficientnet_b0,model,external_test1,9,0.7919412,0.8443893,11,10,0.8197157272727273,0.9090909090909091,0.6226415635484043,0.9837678271141151
efficientnet_b0,model,external_test1,10,0.8443893,0.962060001,11,11,0.9211419090909092,1.0,0.7411670330319684,1.0
efficientnet_b0,model,external_test2,1,0.183719999,0.3582978,10,2,0.2914546,0.2,0.05668215145437519,0.5098375284633583
efficientnet_b0,model,external_test2,2,0.3582978,0.4151396,9,4,0.39250766666666664,0.4444444444444444,0.18877852109766458,0.7333487065045069
efficientnet_b0,model,external_test2,3,0.4151396,0.48014450000000003,9,5,0.4428691111111111,0.5555555555555556,0.2666512934954931,0.8112214789023354
efficientnet_b0,model,external_test2,4,0.48014450000000003,0.5340288,10,6,0.5044257,0.6,0.31267376973365824,0.8318196702937638
efficientnet_b0,model,external_test2,5,0.5340288,0.6252614999999999,9,6,0.5783485555555555,0.6666666666666666,0.3542021355803963,0.879416181613089
efficientnet_b0,model,external_test2,6,0.6252614999999999,0.6946706000000001,9,7,0.6514852222222222,0.7777777777777778,0.4525889691069889,0.9367748928821533
efficientnet_b0,model,external_test2,7,0.6946706000000001,0.7823819000000003,10,10,0.7377183,1.0,0.7224672001371107,0.9999999999999999
efficientnet_b0,model,external_test2,8,0.7823819000000003,0.8544524,9,8,0.8334891111111111,0.8888888888888888,0.565000294423344,0.980109112361455
efficientnet_b0,model,external_test2,9,0.8544524,0.9316655,9,9,0.886572888888889,1.0,0.7008549515804559,1.0
efficientnet_b0,model,external_test2,10,0.9316655,0.988058001,10,10,0.9641707,1.0,0.7224672001371107,0.9999999999999999
